timestamp,value,rolling_avg_24h,rolling_std_24h,lag_1h,diff_1h
2013-07-04 23:00:00,70.64995744,70.4708462875,1.0127756868287392,72.18769545,-1.5377380100000124
2013-07-05 00:00:00,71.34274211,70.53175907791666,1.0196861399122261,70.64995744,0.6927846700000089
2013-07-05 01:00:00,71.5867281,70.54702995458332,1.0331010858699567,71.34274211,0.24398598999999876
2013-07-05 02:00:00,70.97700116,70.55116312958334,1.0346791935376973,71.5867281,-0.6097269400000016
2013-07-05 03:00:00,70.24388209,70.60468321916666,0.980569261399914,70.97700116,-0.7331190700000008
2013-07-05 04:00:00,70.43282627,70.65256968791665,0.9404896862160654,70.24388209,0.18894418000000712
2013-07-05 05:00:00,69.74896285,70.63956956458333,0.9511191037613577,70.43282627,-0.6838634200000087
2013-07-05 06:00:00,68.74938222,70.61747029083334,0.9894761842697667,69.74896285,-0.999580629999997
2013-07-05 07:00:00,69.35162661,70.61672104708333,0.9904684738111807,68.74938222,0.6022443899999956
2013-07-05 08:00:00,68.85314844,70.60365581791666,1.0122555586812443,69.35162661,-0.4984781699999985
2013-07-05 09:00:00,70.31790951,70.65914860708334,0.9545864394410537,68.85314844,1.4647610700000087
2013-07-05 10:00:00,70.30055692,70.67312755208333,0.9464017317274398,70.31790951,-0.017352590000001555
2013-07-05 11:00:00,72.53056283,70.7553928925,1.0188340290353546,70.30055692,2.2300059099999885
2013-07-05 12:00:00,71.64320692,70.81104713458333,1.0297276279887682,72.53056283,-0.8873559099999966
2013-07-05 13:00:00,72.92223804,70.92254654666667,1.1078290468381777,71.64320692,1.279031119999999
2013-07-05 14:00:00,72.63758833,71.03849154416666,1.136478902379681,72.92223804,-0.2846497099999965
2013-07-05 15:00:00,72.95903086,71.09331403083333,1.1970433746970202,72.63758833,0.3214425299999988
2013-07-05 16:00:00,72.15222081,71.13108742208333,1.2162098269361055,72.95903086,-0.8068100499999957
2013-07-05 17:00:00,72.16607562,71.19029474958333,1.2310989753514245,72.15222081,0.013854809999997997
2013-07-05 18:00:00,72.30558574,71.22914006,1.2516610964020582,72.16607562,0.13951011999999707
2013-07-05 19:00:00,72.3823022,71.2535796975,1.2688145182849255,72.30558574,0.0767164600000001
2013-07-05 20:00:00,72.61234869,71.27527730541667,1.288074777345819,72.3823022,0.23004649000000654
2013-07-05 21:00:00,72.77599570000002,71.32623228791667,1.3232504808967855,72.61234869,0.16364701000001958
2013-07-05 22:00:00,71.91696888,71.31495201416668,1.3167253399715062,72.77599570000002,-0.8590268200000253
2013-07-05 23:00:00,71.55368851,71.35260747541668,1.309785183211946,71.91696888,-0.36328036999999824
2013-07-06 00:00:00,71.63096403,71.36461672208334,1.3110115563386184,71.55368851,0.0772755200000006
2013-07-06 01:00:00,70.59673521,71.32336701833334,1.3192677738312226,71.63096403,-1.0342288199999956
2013-07-06 02:00:00,70.85248247,71.31817873958333,1.3209329455213836,70.59673521,0.2557472599999926
2013-07-06 03:00:00,71.08476824,71.3532156625,1.302218401133367,70.85248247,0.23228577000000428
2013-07-06 04:00:00,70.84723252,71.37048258958333,1.2921926152343766,71.08476824,-0.23753571999999679
2013-07-06 05:00:00,70.23242259999999,71.39062674583333,1.2693825227287439,70.84723252,-0.6148099200000132
